"","PROBEID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"TC1300006599.hg.1","TC1300006599.hg.1","PCOTH","prostate and testis expressed opposite C1QTNF9B and MIPEP",0.682140713643777,4.00475149885751,3.82318933970282,0.000540134003428406,0.00218441608994992,-0.936076148615258
"TC0900011473.hg.1","TC0900011473.hg.1","DENND1A","DENN domain containing 1A",0.481644547193413,6.59645049720645,3.8230158502789,0.000540398703339591,0.00218472553923387,-0.936548551845499
"TC0100012328.hg.1","TC0100012328.hg.1","TRIM58","tripartite motif containing 58",-0.795911470950723,7.40258755750736,-3.82299357961741,0.000540432691736045,0.00218472553923387,-0.936609193163132
"TC0200007419.hg.1","TC0200007419.hg.1","CAMKMT","calmodulin-lysine N-methyltransferase",-0.822346130557294,4.05219395138246,-3.82279454214048,0.000540736545367785,0.00218550465222939,-0.937151150951546
"23075818","23075818",NA,NA,0.631973058118396,7.83810336992695,3.82227123918794,0.000541536220616567,0.00218828700449271,-0.938575996419304
"23075732","23075732",NA,NA,-1.15612538071983,7.69615790817749,-3.82211817135085,0.000541770345627869,0.00218878335814776,-0.938992754009176
"TC0300007055.hg.1","TC0300007055.hg.1","CTDSPL","CTD small phosphatase like",1.20511605700255,4.82008315404312,3.82142766837469,0.000542827729345824,0.00219260483734737,-0.940872704457593
"HTA2-pos-PSR17013125.hg.1","HTA2-pos-PSR17013125.hg.1",NA,NA,-0.465559978152513,7.0691169691331,-3.82099502502166,0.000543491269051262,0.00219483424813782,-0.942050543493836
"TC2200008594.hg.1","TC2200008594.hg.1","MYH9","myosin heavy chain 9",0.682755082469079,8.75156217782526,3.82020528751422,0.000544704514570219,0.00219928221885701,-0.944200410106986
"TC1700012073.hg.1","TC1700012073.hg.1","P4HB","prolyl 4-hydroxylase subunit beta",0.553440722365945,7.46778414127389,3.8197886928094,0.000545345575036974,0.00220141860103698,-0.945334416969934
"23070113","23070113",NA,NA,-0.782528860232874,5.97920782790762,-3.81933755687848,0.000546040615521461,0.00220331981646708,-0.9465623934808
"23070277","23070277",NA,NA,-0.782528860232874,5.97920782790762,-3.81933755687848,0.000546040615521461,0.00220331981646708,-0.9465623934808
"TC1300009637.hg.1","TC1300009637.hg.1","GGACT","gamma-glutamylamine cyclotransferase",-0.640682720960333,4.90228719965928,-3.81839736000425,0.000547491895430208,0.00220872268870275,-0.949121394682118
"TC0100011374.hg.1","TC0100011374.hg.1","IKBKE","inhibitor of nuclear factor kappa B kinase subunit epsilon",-0.401841123927476,6.32854569682307,-3.8179198174917,0.000548230461963418,0.0022112486660038,-0.950421061909968
"HTA2-pos-PSR06002927.hg.1","HTA2-pos-PSR06002927.hg.1",NA,NA,-0.334817213231928,7.15993836457625,-3.8177333945743,0.0005485190462699,0.00221195900819974,-0.950928408378343
"TC1200010281.hg.1","TC1200010281.hg.1","SINHCAF","SIN3-HDAC complex associated factor",-0.549350566142198,6.96322233307546,-3.81738116681314,0.000549064701262258,0.00221351206295115,-0.95188696313084
"TC0700008263.hg.1","TC0700008263.hg.1","DBF4","DBF4 zinc finger",0.699503027647834,4.70873324421244,3.81733950927082,0.000549129270104167,0.00221351206295115,-0.952000327926869
"TC1700011055.hg.1","TC1700011055.hg.1","SPOP","speckle type BTB/POZ protein",-0.51849049955023,5.02897620422183,-3.81691002758967,0.000549795393808955,0.00221574303484441,-0.953169070090654
"TC0500007604.hg.1","TC0500007604.hg.1","PPWD1","peptidylprolyl isomerase domain and WD repeat containing 1",-0.610694747856907,6.5991136735048,-3.81565219056332,0.000551750816422693,0.00222316806117294,-0.956591706949398
"HTA2-pos-3437066_st","HTA2-pos-3437066_st",NA,NA,-0.746094449566027,8.17945965724293,-3.81555736808475,0.00055189850048443,0.00222330762167704,-0.956849705685312
"TC1900010510.hg.1","TC1900010510.hg.1","THAP8","THAP domain containing 8",0.534602300962502,4.73418962379965,3.81512704213484,0.000552569207565399,0.00222555367708145,-0.958020530965449
"TC1100013004.hg.1","TC1100013004.hg.1","CTNND1","catenin delta 1",-0.658885728528015,5.30707957454553,-3.81465296691605,0.00055330902003985,0.00222807708786317,-0.959310328728841
"TC0500012059.hg.1","TC0500012059.hg.1","VDAC1","voltage dependent anion channel 1",-0.492413162057722,6.01732086975803,-3.81440419432704,0.00055369762443589,0.00222918550251395,-0.959987129351328
"HTA2-neg-47419272_st","HTA2-neg-47419272_st",NA,NA,1.35400292566246,6.04304788612478,3.81430072634152,0.000553859328559701,0.00222938015038552,-0.960268615059571
"TC2200007910.hg.1","TC2200007910.hg.1",NA,NA,-0.739347315486438,4.76849911606325,-3.8119742513995,0.000557507390982113,0.00224274552628321,-0.966597022328119
"HTA2-pos-PSR06017426.hg.1","HTA2-pos-PSR06017426.hg.1",NA,NA,-0.392332262132829,7.37519494371304,-3.81153035473974,0.000558206099107964,0.00224274552628321,-0.967804324392681
"HTA2-pos-PSR6_apd_hap1001135.hg.1","HTA2-pos-PSR6_apd_hap1001135.hg.1",NA,NA,-0.392332262132829,7.37519494371304,-3.81153035473974,0.000558206099107964,0.00224274552628321,-0.967804324392681
"HTA2-pos-PSR6_cox_hap2002772.hg.1","HTA2-pos-PSR6_cox_hap2002772.hg.1",NA,NA,-0.392332262132829,7.37519494371304,-3.81153035473974,0.000558206099107964,0.00224274552628321,-0.967804324392681
"HTA2-pos-PSR6_dbb_hap3002685.hg.1","HTA2-pos-PSR6_dbb_hap3002685.hg.1",NA,NA,-0.392332262132829,7.37519494371304,-3.81153035473974,0.000558206099107964,0.00224274552628321,-0.967804324392681
"HTA2-pos-PSR6_mann_hap4002300.hg.1","HTA2-pos-PSR6_mann_hap4002300.hg.1",NA,NA,-0.392332262132829,7.37519494371304,-3.81153035473974,0.000558206099107964,0.00224274552628321,-0.967804324392681
"HTA2-pos-PSR6_mcf_hap5002442.hg.1","HTA2-pos-PSR6_mcf_hap5002442.hg.1",NA,NA,-0.392332262132829,7.37519494371304,-3.81153035473974,0.000558206099107964,0.00224274552628321,-0.967804324392681
"HTA2-pos-PSR6_qbl_hap6002753.hg.1","HTA2-pos-PSR6_qbl_hap6002753.hg.1",NA,NA,-0.392332262132829,7.37519494371304,-3.81153035473974,0.000558206099107964,0.00224274552628321,-0.967804324392681
"HTA2-pos-PSR6_ssto_hap7002441.hg.1","HTA2-pos-PSR6_ssto_hap7002441.hg.1",NA,NA,-0.392332262132829,7.37519494371304,-3.81153035473974,0.000558206099107964,0.00224274552628321,-0.967804324392681
"TC1300008025.hg.1","TC1300008025.hg.1","ING1","inhibitor of growth family member 1",0.528636255141355,5.51096745358754,3.80980598920825,0.000560928395457167,0.00225322278461113,-0.972493697998154
"HTA2-pos-2912058_st","HTA2-pos-2912058_st",NA,NA,1.31930929632779,4.50894816163798,3.80940351474232,0.000561565647151115,0.00225532194864631,-0.973588098194655
"TC1600007887.hg.1","TC1600007887.hg.1","RBL2","RB transcriptional corepressor like 2",-0.564061250966695,8.25124748111208,-3.80917020072562,0.000561935383540973,0.00225634609801966,-0.974222499985161
"23075609","23075609",NA,NA,-0.513076981595856,5.10265112882665,-3.80845880758882,0.00056306420120748,0.00226041715557206,-0.976156747484493
"TC1100013224.hg.1","TC1100013224.hg.1","POU2AF1","POU class 2 homeobox associating factor 1",-0.466895521726957,6.8332198983371,-3.80814813196166,0.000563557863557669,0.00226193724542626,-0.977001416602786
"TC0800010298.hg.1","TC0800010298.hg.1","THAP1","THAP domain containing 1",0.526084700806008,5.70482293426842,3.80748473997331,0.000564613399970153,0.00226571143383248,-0.978804964921209
"TC1100010261.hg.1","TC1100010261.hg.1","HPS5","HPS5 biogenesis of lysosomal organelles complex 2 subunit 2",-0.385508260103586,5.29675315070138,-3.80734238451219,0.000564840155002866,0.00226615898173019,-0.979191967262888
"HTA2-pos-PSR11023098.hg.1","HTA2-pos-PSR11023098.hg.1",NA,NA,0.898910558567438,8.69951624355033,3.8068859755983,0.000565567756398907,0.00226861535082547,-0.980432705378174
"HTA2-pos-PSR05023577.hg.1","HTA2-pos-PSR05023577.hg.1",NA,NA,0.983554478913904,6.84201475670054,3.80643363937325,0.000566289764271987,0.00227104828587626,-0.981662314141578
"TC0400011466.hg.1","TC0400011466.hg.1","UBE2D3","ubiquitin conjugating enzyme E2 D3",0.362982774693457,10.6642108326606,3.80553657330984,0.000567724290829202,0.00227633713103729,-0.984100684456082
"TC0300013837.hg.1","TC0300013837.hg.1","IQCF3","IQ motif containing F3",0.451622319658258,5.58479013865375,3.80514233593134,0.000568355845210516,0.00227840489354978,-0.985172213582026
"TC1900008655.hg.1","TC1900008655.hg.1","ZNF175","zinc finger protein 175",-0.51324919254066,5.26742842395578,-3.80499996615863,0.000568584084402824,0.00227885534704511,-0.985559160949118
"TC0700013162.hg.1","TC0700013162.hg.1","PAXIP1","PAX interacting protein 1",-0.607958410622847,6.52166771846194,-3.80457404069129,0.000569267436309596,0.00228112931334573,-0.986716751354137
"TC0100017267.hg.1","TC0100017267.hg.1","ANGEL2","angel homolog 2",-0.762762224946394,5.92897053275848,-3.80446027712235,0.000569450092879574,0.00228139640999441,-0.98702593204628
"TC1200011474.hg.1","TC1200011474.hg.1","ATP2B1","ATPase plasma membrane Ca2+ transporting 1",-0.636753659305394,7.03187978570336,-3.80422952914232,0.000569820752355319,0.0022824164432937,-0.987653035663014
"TC0300008839.hg.1","TC0300008839.hg.1","ACP3","acid phosphatase 3",-0.833613477780387,6.01317487849204,-3.80368277250513,0.00057069996548885,0.00228547265755838,-0.989138895847835
"TC1600008328.hg.1","TC1600008328.hg.1","DHODH","dihydroorotate dehydrogenase (quinone)",-0.402648715288087,5.19553679733833,-3.80287837083478,0.000571995883280534,0.00229019605791496,-0.991324776232161
"TC0100007556.hg.1","TC0100007556.hg.1","PHACTR4","phosphatase and actin regulator 4",-0.553482313696076,5.64209011239596,-3.80224995114891,0.000573010278346545,0.00229333545835597,-0.993032316284552
"HTA2-pos-2985883_st","HTA2-pos-2985883_st",NA,NA,1.31530124381624,5.46691288044218,3.80216169335585,0.000573152884064681,0.00229333545835597,-0.993272121162602
"TC1200007622.hg.1","TC1200007622.hg.1","ATF1","activating transcription factor 1",-0.472505194084076,6.65554389482532,-3.8021229331628,0.000573215523150244,0.00229333545835597,-0.993377435624973
"TC0300007607.hg.1","TC0300007607.hg.1","RPP14","ribonuclease P/MRP subunit p14",-0.812948959559283,3.74749738829634,-3.80210382333923,0.000573246408363144,0.00229333545835597,-0.993429358347371
"23076417","23076417",NA,NA,0.298937888744421,11.732123201836,3.79915714389038,0.000578028226529114,0.0023119953490234,-1.00143445708379
"TC0300008381.hg.1","TC0300008381.hg.1","QTRT2","queuine tRNA-ribosyltransferase accessory subunit 2",-0.675958773409615,4.45056631735991,-3.79800879591714,0.000579902225875414,0.00231901933230821,-1.00455345235695
"TC0100014081.hg.1","TC0100014081.hg.1","PDZK1IP1","PDZK1 interacting protein 1",-1.00542353476702,6.52021744729534,-3.79758748959178,0.000580591239219159,0.00232101589090541,-1.00569765686192
"TSUnmapped00000195.hg.1","TSUnmapped00000195.hg.1",NA,NA,-0.392456159556511,6.70471248380129,-3.79755920561244,0.00058063752393627,0.00232101589090541,-1.0057744700875
"TC1500010883.hg.1","TC1500010883.hg.1","SNAPC5","small nuclear RNA activating complex polypeptide 5",-0.478389386047517,6.41654463182933,-3.79734975314539,0.000580980389620405,0.00232191451385176,-1.00634329104116
"TC0100017488.hg.1","TC0100017488.hg.1","LBR","lamin B receptor",0.436374002920056,8.60757034602908,3.79678911237272,0.000581899105834971,0.00232511371687452,-1.00786579116439
"TC0900011972.hg.1","TC0900011972.hg.1","CCDC187","coiled-coil domain containing 187",0.494537483075189,4.17345349087763,3.79611411553337,0.000583007089861781,0.00232906773030909,-1.00969872331717
"TC1100011829.hg.1","TC1100011829.hg.1","CREBZF","CREB/ATF bZIP transcription factor",-0.398409375775752,6.16818765239472,-3.79594909313419,0.000583278280237464,0.00232967789143587,-1.01014681666788
"HTA2-pos-PSR11017833.hg.1","HTA2-pos-PSR11017833.hg.1",NA,NA,0.629939677281747,8.85348291402012,3.79568698180803,0.000583709274247159,0.00233092594855206,-1.01085852442946
"TC0200016679.hg.1","TC0200016679.hg.1","SERTAD2","SERTA domain containing 2",0.674361500005029,7.06400425546012,3.79500513523305,0.000584831896430959,0.00233493481670882,-1.01270984301135
"TC0700009317.hg.1","TC0700009317.hg.1","TRIM24","tripartite motif containing 24",-0.868428116144069,6.30987421031966,-3.794639523325,0.00058543472001243,0.0023368671886512,-1.01370248137251
"TC1700008703.hg.1","TC1700008703.hg.1","NOL11","nucleolar protein 11",-0.899020262750111,4.76872901213701,-3.79416699475515,0.000586214723334028,0.00233950587739658,-1.0149853428462
"HTA2-pos-PSR19004761.hg.1","HTA2-pos-PSR19004761.hg.1",NA,NA,-0.47665693260732,8.3219979909298,-3.79403933021033,0.000586425632567988,0.00233987277657022,-1.01533192672677
"23072487","23072487",NA,NA,0.458453126485829,3.93993447451573,3.79375482429924,0.000586895918199663,0.00234127424406344,-1.01610428710955
"TC1300006633.hg.1","TC1300006633.hg.1","PABPC3","poly(A) binding protein cytoplasmic 3",-0.474359582826451,6.48766083718262,-3.79304838199397,0.000588065246490739,0.00234520765075754,-1.01802199685203
"TC0500007115.hg.1","TC0500007115.hg.1",NA,NA,0.441058349316885,6.21534251726599,3.79301508811858,0.000588120411528764,0.00234520765075754,-1.01811237297562
"TC0200008930.hg.1","TC0200008930.hg.1","SLC20A1","solute carrier family 20 member 1",-0.668744780891647,6.73695811303092,-3.79131056568315,0.0005909513862095,0.0023559322858852,-1.02273887282296
"TC0700011556.hg.1","TC0700011556.hg.1","HIP1","huntingtin interacting protein 1",0.719806764494723,5.24919680806351,3.79125165288924,0.000591049468579731,0.0023559322858852,-1.0228987620917
"TC1900008337.hg.1","TC1900008337.hg.1","EML2-AS1","EML2 antisense RNA 1",0.354470082848824,6.68834548368789,3.79073673671086,0.000591907412799127,0.00235853808024452,-1.02429620207997
"TC1900011872.hg.1","TC1900011872.hg.1","ECSIT","ECSIT signaling integrator",-0.517495413109629,5.04635339862975,-3.79071536387646,0.000591943049986626,0.00235853808024452,-1.02435420455626
"TC0900010311.hg.1","TC0900010311.hg.1","FAM27E3","family with sequence similarity 27 member E3",0.593240449542409,4.98602153724087,3.79050451798096,0.000592294727425558,0.00235946129314937,-1.02492639984207
"TSUnmapped00000339.hg.1","TSUnmapped00000339.hg.1",NA,NA,0.373498895781549,4.82864131742528,3.7904083748614,0.00059245515538471,0.00235962242627604,-1.02518730961073
"HTA2-pos-PSR01002144.hg.1","HTA2-pos-PSR01002144.hg.1",NA,NA,-0.521013202408009,6.03674964912594,-3.78909346646849,0.000594653502993146,0.00236789844976032,-1.02875539685919
"TC0100018185.hg.1","TC0100018185.hg.1","MICOS10","mitochondrial contact site and cristae organizing system subunit 10",0.461445065954054,7.52216072002137,3.78831102869582,0.000595965392245239,0.00237257154881398,-1.03087835749518
"TCUn_GL000219v100006438.hg.1","TCUn_GL000219v100006438.hg.1","LOC283788","FSHD region gene 1 pseudogene",-0.711739068301159,4.76695885387884,-3.78824969999067,0.000596068338978485,0.00237257154881398,-1.0310447511164
"TC1200007108.hg.1","TC1200007108.hg.1",NA,NA,0.714823824408832,4.72681899544173,3.78773301979397,0.000596936327832715,0.00237554568180615,-1.03244653640815
"TC0500013222.hg.1","TC0500013222.hg.1","LOC100505841","zinc finger protein 474-like",0.578604545521884,4.06824639850034,3.78747842648256,0.000597364479524145,0.00237676860586716,-1.03313723577964
"TC0700009499.hg.1","TC0700009499.hg.1","TAS2R60","taste 2 receptor member 60",-0.86431480701748,4.33691793701623,-3.78615805864441,0.000599589744701552,0.00238513986833443,-1.03671903324189
"TC0800012405.hg.1","TC0800012405.hg.1","FUT10","fucosyltransferase 10",-0.596011600593449,5.20472862878914,-3.78603416729145,0.000599798956323658,0.00238548960040796,-1.03705509111112
"TC1700009731.hg.1","TC1700009731.hg.1","GAS7","growth arrest specific 7",0.666916301679096,6.67838286516287,3.78578553953792,0.000600219020619068,0.00238667761393352,-1.03772948582974
"TC0800008183.hg.1","TC0800008183.hg.1","OSGIN2","oxidative stress induced growth inhibitor family member 2",0.591029280939013,6.72209695134,3.78512949657053,0.000601328798387299,0.00239057865911753,-1.03950889631091
"HTA2-pos-PSR11027760.hg.1","HTA2-pos-PSR11027760.hg.1",NA,NA,0.493077767770493,5.5399017460857,3.78506194146357,0.000601443189368664,0.00239057865911753,-1.03969212163093
"TC0X00008394.hg.1","TC0X00008394.hg.1","BCORL1","BCL6 corepressor like 1",-0.45458976133783,5.71808449978464,-3.78308805900046,0.000604794913041544,0.00240341514544111,-1.0450451783681
"TC1600010028.hg.1","TC1600010028.hg.1","RUSF1","RUS family member 1",-0.424368030022263,6.58817149657582,-3.78252896123979,0.000605747575072665,0.00240671465837457,-1.04656121699635
"TC1900011821.hg.1","TC1900011821.hg.1","ZNF776","zinc finger protein 776",-0.596891508576143,7.07040390374688,-3.78156923055879,0.00060738628726475,0.0024127380552688,-1.04916339532696
"TC0500012879.hg.1","TC0500012879.hg.1","BOD1","biorientation of chromosomes in cell division 1",-0.424138075848403,5.66209714603197,-3.78134879830032,0.000607763276771396,0.00241374805417267,-1.04976102994386
"TC0600013341.hg.1","TC0600013341.hg.1","CCDC28A-AS1","CCDC28A antisense RNA 1",0.413053800851222,6.41454991224999,3.78118116232905,0.000608050124750634,0.00241439971804376,-1.05021551426074
"TC1200012723.hg.1","TC1200012723.hg.1","ZNF664","zinc finger protein 664",-0.49043264215633,4.79228246129939,-3.78053062880113,0.000609164522443903,0.0024182467786358,-1.05197912438585
"TC0500012057.hg.1","TC0500012057.hg.1","C5orf15","chromosome 5 open reading frame 15",-0.426117393931327,7.43607945687726,-3.78047208983668,0.000609264899991884,0.0024182467786358,-1.0521378188028
"TC0500011490.hg.1","TC0500011490.hg.1","SKIC3","SKI3 subunit of superkiller complex",-0.877419923670301,4.88652475464707,-3.77969741351758,0.000610594762334259,0.00242303615634138,-1.05423781132144
"TC0700007811.hg.1","TC0700007811.hg.1","INTS4P2","integrator complex subunit 4 pseudogene 2",-0.511998615309985,6.13232580826099,-3.77863440059565,0.000612424194062246,0.00242980565354493,-1.05711914637729
"TC0800011000.hg.1","TC0800011000.hg.1","REXO1L2P","REXO1 like 2, pseudogene",0.542771403716773,5.15376154815177,3.77849643186686,0.000612662026585889,0.00243006621078808,-1.05749309183019
"HTA2-pos-3597906_st","HTA2-pos-3597906_st",NA,NA,0.513523300843307,8.23388427547644,3.77845295698834,0.000612736987811974,0.00243006621078808,-1.0576109234359
"TC0600007825.hg.1","TC0600007825.hg.1","MAPK14","mitogen-activated protein kinase 14",0.751373313261901,8.0466147942081,3.77794907137131,0.000613606459143147,0.00243302383709038,-1.05897658404744
"HTA2-pos-PSR17013106.hg.1","HTA2-pos-PSR17013106.hg.1",NA,NA,-0.532399231902385,7.75454504637024,-3.77654910500381,0.000616028443705487,0.00244213493294816,-1.06277047273823
"TC0200010636.hg.1","TC0200010636.hg.1","MAP2","microtubule associated protein 2",0.465132979204865,4.08055478951169,3.77603343130724,0.000616922913441457,0.00244518801665722,-1.0641677990003
"TC1900009966.hg.1","TC1900009966.hg.1","PLVAP","plasmalemma vesicle associated protein",-1.15763418228687,4.12298174345414,-3.77583129590362,0.000617273874627715,0.00244608609556785,-1.06471550648845
"TC0500013297.hg.1","TC0500013297.hg.1","AMACR","alpha-methylacyl-CoA racemase",-0.625476201125682,4.86729576040601,-3.77563838013629,0.000617609008948785,0.00244692110777513,-1.065238221421
"TC0600014126.hg.1","TC0600014126.hg.1","BICRAL","BICRA like chromatin remodeling complex associated protein",-0.613140525079303,6.45611680569335,-3.7746787338408,0.000619278740103137,0.00245304229236826,-1.06783827192675
"23072157","23072157",NA,NA,0.503452748169988,4.59812933936909,3.77421429984088,0.000620088403354445,0.00245575485879417,-1.06909650683749
"TC0100018477.hg.1","TC0100018477.hg.1","RBM8A","RNA binding motif protein 8A",0.423147136017771,6.18206029723895,3.7737157061329,0.000620958762937598,0.00245821267730873,-1.07044721735127
"TC0700012479.hg.1","TC0700012479.hg.1","POT1","protection of telomeres 1",-0.581196344091223,5.46379176454923,-3.77371557252154,0.000620958996332422,0.00245821267730873,-1.07044757930024
"TC0500007314.hg.1","TC0500007314.hg.1","MRPS30","mitochondrial ribosomal protein S30",-0.884706737918856,6.57213991029035,-3.77360270725305,0.000621156181941018,0.00245849841622741,-1.07075332592786
"TC0700006466.hg.1","TC0700006466.hg.1","DNAAF5","dynein axonemal assembly factor 5",-0.604034890851719,4.72794699170563,-3.77347117779302,0.000621386052291024,0.00245891337835162,-1.07110962832749
"HTA2-pos-3255815_st","HTA2-pos-3255815_st",NA,NA,1.06832956847583,7.9351291255991,3.7732029219449,0.000621855131682269,0.00246027456745025,-1.0718362957169
"TC0800008062.hg.1","TC0800008062.hg.1","ZBTB10","zinc finger and BTB domain containing 10",0.623154099305935,4.4132224529922,3.77272792709116,0.00062268656438021,0.00246306851602285,-1.07312293912188
"TC1700010807.hg.1","TC1700010807.hg.1","PYY","peptide YY",0.498447350690824,6.12757025253894,3.77265084345188,0.000622821593660286,0.00246310723557548,-1.07333173347142
"TC1200010977.hg.1","TC1200010977.hg.1","CDK4","cyclin dependent kinase 4",-0.408253435665312,6.06480346671622,-3.7724269496115,0.000623213955239123,0.00246384873946409,-1.07393817888712
"TC0400008841.hg.1","TC0400008841.hg.1","ELMOD2","ELMO domain containing 2",-0.605500893162852,6.14914231177695,-3.77239386860577,0.000623271948228436,0.00246384873946409,-1.07402778184239
"TC0900012080.hg.1","TC0900012080.hg.1","ARRDC1-AS1","ARRDC1 antisense RNA 1",-0.531793213553603,5.94572393633539,-3.77232943150461,0.000623384925386348,0.00246384873946409,-1.07420231476794
"TC1700008513.hg.1","TC1700008513.hg.1","LINC02875","long intergenic non-protein coding RNA 2875",0.473756413381348,4.81171465361969,3.77166254155888,0.000624555348201027,0.00246797870867382,-1.07600856795825
"TC0500011721.hg.1","TC0500011721.hg.1","REEP5","receptor accessory protein 5",-0.503449128235835,7.3572037213278,-3.77110808404142,0.000625530071757812,0.00247133385320628,-1.07751020326755
"TC1200007897.hg.1","TC1200007897.hg.1","TSPAN31","tetraspanin 31",-0.402878823665243,6.44442581516966,-3.77040660367055,0.000626765375620863,0.00247571693961348,-1.07940989284991
"TC1900009558.hg.1","TC1900009558.hg.1","ZNF558","zinc finger protein 558",-0.460565293529312,4.88772474753279,-3.76996674920566,0.000627541165802717,0.00247828355579157,-1.08060099685928
"TC0200009895.hg.1","TC0200009895.hg.1","CERS6","ceramide synthase 6",-0.557054293369364,6.75383265805355,-3.76849408783088,0.000630145356789593,0.00248806840634028,-1.08458848355987
"TC2200007495.hg.1","TC2200007495.hg.1","SREBF2","sterol regulatory element binding transcription factor 2",-0.422423548721573,6.6090466445115,-3.76793870575028,0.000631130193795025,0.0024914567485682,-1.08609211422334
"TC0600009240.hg.1","TC0600009240.hg.1","KPNA5","karyopherin subunit alpha 5",0.679402635860549,5.34411671062751,3.76764033638196,0.00063165989749894,0.00249304740198909,-1.08689987680255
"TC0800012422.hg.1","TC0800012422.hg.1","VCPIP1","valosin containing protein interacting protein 1",0.484573400725091,7.43158271538352,3.76580676441162,0.000634924583233452,0.00250542973082911,-1.09186326151663
"HTA2-pos-PSR17013107.hg.1","HTA2-pos-PSR17013107.hg.1",NA,NA,-0.651376002766154,7.83303171164406,-3.7657272678642,0.000635066497337672,0.00250548702169308,-1.09207843253871
"TC1000011825.hg.1","TC1000011825.hg.1","BBIP1","BBSome interacting protein 1",0.603850070806048,5.95447127881854,3.76563529061935,0.000635230729932554,0.00250563232362285,-1.09232738242043
"TC1900009959.hg.1","TC1900009959.hg.1","ABHD8","abhydrolase domain containing 8",0.400636005564355,5.84909341982545,3.76488888876778,0.000636565015512412,0.00251039185082868,-1.09434753762118
"TC0200016093.hg.1","TC0200016093.hg.1","USP40","ubiquitin specific peptidase 40",-0.494646258940963,4.24806244832317,-3.76477720398352,0.000636764899837888,0.00251067668105689,-1.09464980137633
"TC1400007975.hg.1","TC1400007975.hg.1","DGLUCY","D-glutamate cyclase",-0.484971735563562,5.88250025758156,-3.76454908520503,0.000637173357660022,0.00251178360895964,-1.09526717090908
"HTA2-pos-3305646_st","HTA2-pos-3305646_st",NA,NA,-0.518817917127901,9.30812320860041,-3.76417278662072,0.00063784769480553,0.00251392890599755,-1.09628553404843
"HTA2-pos-PSR05035203.hg.1","HTA2-pos-PSR05035203.hg.1",NA,NA,0.777208397534153,5.87083720198518,3.7641027869758,0.000637973212479473,0.00251392890599755,-1.09647496700315
"HTA2-pos-PSR11017836.hg.1","HTA2-pos-PSR11017836.hg.1",NA,NA,0.428322798174168,9.45105331451562,3.76385812125601,0.0006384121156377,0.00251515446278979,-1.09713706990847
"HTA2-pos-PSR12025174.hg.1","HTA2-pos-PSR12025174.hg.1",NA,NA,-0.526619636420555,5.36389135527901,-3.76347728927474,0.000639095869481621,0.00251734397458343,-1.09816762500013
"HTA2-pos-JUC14012063.hg.1","HTA2-pos-JUC14012063.hg.1",NA,NA,0.344072267165631,11.9311466200507,3.76280973894666,0.000640296119835066,0.00252156663772452,-1.09997395622488
"TC0100006683.hg.1","TC0100006683.hg.1","HES3","hes family bHLH transcription factor 3",0.50629815446954,4.89383026353239,3.76215269965489,0.000641479608926481,0.00252572161536679,-1.10175171913888
"HTA2-pos-PSR05015297.hg.1","HTA2-pos-PSR05015297.hg.1",NA,NA,-0.391903965150787,9.77235602489078,-3.75984417114586,0.000645654703278938,0.00254165153110226,-1.10799695075687
"23072119","23072119",NA,NA,-1.05133166332556,4.99540421927547,-3.75927913943081,0.000646680605412067,0.00254518060168884,-1.10952528737937
"TC0100013373.hg.1","TC0100013373.hg.1","SLC30A2","solute carrier family 30 member 2",0.357730160026875,5.48511090385903,3.75745071153008,0.0006500112581827,0.00255777739389339,-1.11447030751112
"HTA2-pos-PSR19012462.hg.1","HTA2-pos-PSR19012462.hg.1",NA,NA,-0.602364045270767,5.98116017656773,-3.75666808190484,0.000651441976626761,0.00256289444975365,-1.1165866472877
"TC1700010604.hg.1","TC1700010604.hg.1","NR1D1","nuclear receptor subfamily 1 group D member 1",-0.465114312470377,5.41270493351374,-3.7556118278731,0.000653377754469342,0.00256999605942971,-1.11944262233206
"23076355","23076355",NA,NA,0.683041583411475,5.45808955414405,3.75504617833441,0.000654416705403063,0.00257356795544132,-1.12097193202655
"HTA2-pos-PSR06017429.hg.1","HTA2-pos-PSR06017429.hg.1",NA,NA,-0.755636606615889,6.95618937897357,-3.75438855031035,0.000655626613417968,0.0025773726598747,-1.122749800463
"TC1700007985.hg.1","TC1700007985.hg.1","TMUB2","transmembrane and ubiquitin like domain containing 2",0.389276429074256,6.8453334477314,3.7543302669672,0.000655733948176276,0.0025773726598747,-1.12290736082232
"TC2100007465.hg.1","TC2100007465.hg.1","PCNT","pericentrin",0.888144352499537,5.28589214194154,3.754306711906,0.000655777332079778,0.0025773726598747,-1.12297103814917
"23071907","23071907",NA,NA,-0.492499598781547,6.22880360862327,-3.75370216656498,0.000656891742697253,0.00258123674398139,-1.12460527394902
"HTA2-pos-PSR22012544.hg.1","HTA2-pos-PSR22012544.hg.1",NA,NA,0.528304341740548,7.42342561958575,3.75345106939679,0.000657355152037333,0.00258254170497767,-1.12528402038835
"TC1500008485.hg.1","TC1500008485.hg.1","IGF1R","insulin like growth factor 1 receptor",-0.654915801339648,7.61771107035775,-3.75180515310292,0.000660400621380884,0.00259398822063068,-1.12973267735785
